,beta1,beta2,beta3,beta4,beta5,beta6
0,-11.51773448133017,17.76423883875335,-0.22385712660118542,-5.346740525778195,-5.517240504318641,-6.780008663869797
1,4.677635650537597,-4.423649776501993,-4.020580471078804,-3.1604318071831603,3.624661288022487,-10.834541047482512
2,3.6113223230894986,-2.549129341826506,12.202895230748707,1.168332239053179,14.806585357072024,-3.4174151650008042
3,8.063770303260958,1.465768923167865,1.0686549324657353,4.00752026888132,2.2035084043741464,-1.3446485334211846
4,6.68273594945002,0.9713276970482554,-0.2736947203783744,3.9105491640549017,2.887873513354686,0.5159332871693706
5,6.970846437823068,0.97725094969297,1.0669302451521472,3.9776556079901275,3.074257397134241,-0.6209195784017826
6,6.871366750792409,0.9408739843254817,-0.2655192603167541,4.005149280388792,2.869178620055787,0.369381328265715
7,7.007680948113038,1.0530782645393624,0.12972828832484773,3.9710954066055644,3.197641365822264,-0.17229745011232633
8,6.926771511669206,0.9423546631886277,1.0323274551827764,3.962036694693295,2.6634595824493204,-0.4336821493286993
9,6.940112403007243,0.9978063216439523,0.7628084399564681,4.047348489802981,2.9195039720150135,-0.5101505000734372
10,6.924002184533572,0.955020823138551,0.7856252716178873,3.9259447703619044,2.819651941006596,-0.2887486405806304
11,6.996718308565087,1.0038133450775404,-1.2066581737662476,3.9497291911136445,2.9675330030866287,0.8182908255001726
12,6.974183028986101,1.0184312185880238,0.19821384627731775,3.984145366352106,2.8699095765247766,-0.07795982976003235
13,6.912683196084373,1.0262946950408878,-0.7214018031245748,3.8970674980593007,2.7136684291416358,0.6243480860847795
14,6.903206019151771,0.9317275234079151,-0.3321431384143808,3.9918585020932285,2.964344293803468,0.39448449586310597
15,7.0021498644873645,0.8838269418881018,0.5761843059169218,4.006568448591536,2.972922455643773,-0.176983933884372
16,6.934563274438475,0.9422591748022434,1.066064276322193,3.9703757587025903,2.994974842122886,-0.5284272735823525
17,6.916252611731756,0.9726770893190775,0.2204894795421587,3.925071311531884,3.3081324973307638,-0.05928269419212884
18,6.896047720654837,0.9036051331311004,1.6653141669587195,3.831738026373661,2.7681254636265327,-0.6306629720657375
19,7.058876865199487,1.1074345224512738,0.7155634803429521,3.9656502659750075,2.9716097324919817,-0.5792319249674236
20,6.970378341958141,0.9169971347327139,2.20901040214371,4.001746815670469,2.9615150466854074,-1.2645036719004294
21,6.897198627792417,0.982700941533762,0.5581447721030763,3.9322281259168026,2.548020128041149,-0.14405011239250473
22,7.002413617483001,0.8313859160775784,-0.2615443194135584,4.000095128784631,3.001249085273918,0.3953599408249593
23,7.017841141248796,0.9517333825369001,-0.14999287005951822,4.029989070735316,2.7224204091185493,0.18348397621378437
24,6.945284828688194,0.8403152105155679,0.7809671865259779,3.995793339874186,3.00230197279153,-0.2598944840968753
25,6.916328805867906,1.0016299118590883,-0.11081123409669535,3.9164022868739967,2.7889833415778074,0.24089281669388718
26,6.932736991926963,1.0721195088896462,0.15264265963275225,3.9910994330247913,3.1112402416635034,-0.13712211419185683
27,6.901992693982731,0.9732263086231069,0.7057010864371379,3.9669822519932603,2.8572478310126046,-0.2970584374371336
28,6.916835442382975,0.904373028669818,0.8185919125804264,3.9578573870104075,3.165897386032353,-0.32647813920917657
29,6.960394898142831,0.9006557331920158,0.3985553631404532,4.01344531170912,2.8796205426416948,-0.11635651453779858
30,6.655109373152251,0.9731306087196293,1.0344182601182568,4.045117542594858,3.2217890940787806,-0.5218901941384785
31,6.876570162019905,0.9787684531676334,1.378867127377268,3.976202413951974,2.8678956063664454,-0.6614529955065385
32,7.053995819562314,0.9279212028305931,0.6268571915344042,4.024779701789699,3.1527135584070103,-0.37510767433933856
33,6.889880091996636,0.9437428209954626,0.43070918404723557,3.9988505161616312,3.2667872269883618,-0.18449675140891791
34,7.017808530239613,0.9435457533542411,0.84396418581261,3.970820730900943,2.7296322450199293,-0.38121626138725595
35,7.02603786347543,0.9489014906830879,0.6080235113641137,3.969530949659738,3.1052199170488013,-0.3145152022103114
36,6.885794392271449,0.9385457059576524,-0.22148787057868802,4.017125772972964,3.423845993492832,0.19869164264077793
37,6.985040626061975,0.9848786983822884,1.0804196225053104,3.967229471936328,2.985317602273662,-0.609844895387498
38,6.905920435011007,0.9493189153396019,0.47280110255974683,3.926235549131936,2.750367885902851,-0.07959188053558922
39,6.966183082887493,0.9622302182802016,-0.34045267029992354,3.9815158765938756,2.438351599352909,0.3795129258235256
40,7.048850527985049,0.9269583681271443,0.6650051105723426,3.928985970480564,3.006064580496364,-0.3281220602466036
41,6.890555816056759,1.0919512299972616,0.7989464184011073,3.9442741357761837,2.927549277425757,-0.4793946189519741
42,7.038884741688679,0.9813558934311227,0.36048311166884434,3.956552790786179,2.7962388650368006,-0.11528258416583256
43,7.108322514725853,0.9556470072753651,0.6831761159867435,3.984471058666988,3.186588840104981,-0.4487075664133612
44,6.922879632644592,0.9761662249526734,1.059036007691534,4.03356912561519,2.8913011896172756,-0.6209009546448737
45,6.92784855799913,0.9748090134386377,0.7371977310957221,4.036449575691238,3.0532614579195965,-0.38086403541040725
46,6.9867266294160695,0.9831781722865682,-0.2974139005051961,3.957846541414409,2.642571976420717,0.3055339074550186
47,6.983508414180345,0.9116785805570203,0.8348186777124051,4.010757143283744,2.723754682201675,-0.33315505273811996
48,6.967034771324155,0.9072690047111663,0.7683208669609796,4.046047776131784,3.3191897624686777,-0.4593949613846683
49,6.853319512040218,0.857156259749951,0.662357268491852,3.9806157114254375,3.0852585338376253,-0.13925278361096205
50,6.862164449457329,1.0254841538802333,0.6874478355773864,3.992525647350186,3.1360873114949017,-0.39066083106840005
51,6.880226520341924,0.9770635383181749,0.6095753246238435,3.975784084138229,3.004535321523951,-0.2555113781414299
52,6.860610176357062,0.9357679058323674,1.1839450846251378,3.9591267354349493,2.873701895146461,-0.5139056474729223
53,6.950628495085487,0.9890508618860984,0.04225525852859047,4.0539482496629695,2.827361090073747,-0.009620895150069642
54,6.875345967296418,0.8380753485339119,1.1300315019429403,3.923086404883807,3.2086767137490493,-0.368591263826361
55,7.0280432426153645,0.9144824984108636,1.1679289803370332,3.9432666446755538,2.6970675384719245,-0.49370583039085336
56,6.983059486914429,0.84752066480519,0.8190754093951791,3.9596173898247553,3.1150370518756434,-0.25394707760589513
57,6.941015049750203,0.8823082638880175,1.3026173059363138,3.961133952027858,2.5943994752998236,-0.5214650490687163
58,6.874541171604056,0.9010038101942709,1.234758956033807,3.9869002867715975,2.707597381704395,-0.5296302242246567
59,6.938191242425535,0.8652053624220761,0.7811420378390441,4.0200484445128035,3.010770865632602,-0.2643915274952634
60,6.83638026780526,0.8893226915916457,1.0390576333141959,3.9318970454911844,2.961305598999831,-0.36855288634060324
61,6.8606801311125185,0.9101811407970581,1.1051210387411077,3.9873374072267156,2.885869643801978,-0.45077575580793594
62,6.957708296454991,1.081399692011246,-0.13447889000543178,4.028692322369079,2.875678168332311,-0.03517541276497044
63,6.990981687563339,1.0339570168350223,0.7662925699256515,3.92718922479772,2.8061576477624106,-0.45345869224735674
64,6.981219353336682,0.9748089554113055,0.8708713818231145,3.9461562663684244,3.1345067040903527,-0.5330009217311593
65,7.086308188552838,0.988433225706817,0.43481513305934905,4.022167756407305,2.8994726243059827,-0.32949975640576346
66,6.916526159156673,1.0051897270526295,0.20820632707050518,3.896155569449363,2.7709220342676306,0.03723511384000172
67,7.050134892917435,0.9547526318700224,0.8174944581591935,4.09800591110182,2.9233675927081277,-0.5472761607216241
68,6.928392737684774,0.8790618001297458,-0.17057921025083134,4.022455928057598,2.7029174535680505,0.3367168352140688
69,6.987944280645033,0.9501371104187493,0.7464775342144742,3.97885428559111,2.894011912241922,-0.36524343537085874
70,6.89387854930077,0.876899535350161,0.039732194215810424,3.9945842069481023,2.763977233257902,0.2369914603998069
71,6.910672034501151,0.9124665517707574,1.1128326718660797,4.007278204142739,3.2807737664983483,-0.5740575761100795
72,6.910414377779017,1.0536909600991096,0.8748881056390092,4.037129465704936,2.8349217939625198,-0.604374373051758
73,6.961260712816324,0.8815475386375746,0.3975321576591285,3.898147248453641,2.8622774588402535,0.06301162023458168
74,6.861192469602357,0.9148892744528382,1.1273254791518625,4.014085981545086,2.956781264712738,-0.535324507788024
75,6.9189864210028205,0.9524432206243987,0.2500803310382664,3.98619857541228,3.175178683555258,-0.08102939140395962
76,6.933434036226246,0.9433898889004471,0.03614090841562245,3.9748981451680248,3.0137987422828423,0.14155114017636744
77,6.9207403750601415,1.0476437985138738,0.5295542536618388,4.013908090250147,2.84032992207476,-0.3228980354529661
78,6.9725861650147865,0.9844066273292912,0.3880859678619678,3.9905776913937028,2.9114425204530954,-0.1892569546592007
79,6.959036185015566,0.9146758793485406,-0.40335981111174735,3.9588098161647047,2.9608159782424184,0.47768330072625187
80,7.018403997020282,1.0759375634333068,0.581609521833654,3.906932437557208,3.0173493307449384,-0.36401127080329465
81,7.00788832558245,0.9373746709518503,1.2858690848689758,3.9366570655558557,3.0364275395916867,-0.6913403859010181
82,7.006935465228493,1.041949784601121,0.8896166167555055,3.9944619835301274,2.8332889305156588,-0.5694376155649058
83,6.9266204017807835,0.9063718464414424,-0.6112855924653013,3.9708349603165294,3.0531945079806593,0.5759522390135342
84,6.903228215045966,0.96200872565839,0.039763990844857044,4.000783296788913,2.8979492945334586,0.1189985835340317
85,6.997114433447194,0.9540240679334859,-0.5904911010038718,3.973918507810381,3.226414953017491,0.4560150401620845
86,6.918577513375155,1.121102811668971,0.8700639117969207,3.9922740392632874,3.044235022824313,-0.674225000474806
87,6.916506285015923,0.8572047839924973,1.2137514958265319,3.9870040572886305,3.0365333052798325,-0.5087044541894011
88,6.796453866008364,1.0022094605418983,0.16435434948444977,3.9934533749922827,3.16887525995873,-0.00822828452803051
